marca;modelo;estado;cor;quilometragem;end_tag;combustivel;ano;cambio;unico_dono;tipo;versao;direcao;portas;extra;preco;
FIAT;UNO;sp;Prata;178;0;Flex;2006;Manual;;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;;4 portas;trava elxe9trica, alarme, som;10500;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543951236?xtmc=fiat+uno&xtnp=100&xtcr=14
FIAT;UNO;sp;Verde;106296000;8;Flex;2007;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;som;12000;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543939979?xtmc=fiat+uno&xtnp=100&xtcr=15
FIAT;UNO;sp;Cinza;100000;0;Flex;2012;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;;15780;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543936851?xtmc=fiat+uno&xtnp=100&xtcr=16
FIAT;UNO;sp;Branco;46000;8;Flex;2016;Manual;Sim;Hatch;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;33900;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fiat-uno-way-baixo-km-543935512?xtmc=fiat+uno&xtnp=100&xtcr=17
FIAT;UNO;sp;;151000;;Gasolina;2001;Manual;;Hatch;UNO MILLE/ MILLE EX/ SMART 4P;;4 portas;;9999;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-1-0-smart-4-portas-financiamos-e-parcelamos-no-cartao-543913006?xtmc=fiat+uno&xtnp=100&xtcr=19
FIAT;UNO;sp;Preto;177000;5;Gasolina;1993;Manual;Nxe3o;;;Mecxe2nica;2 portas;;4200;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543903284?xtmc=fiat+uno&xtnp=100&xtcr=20
FIAT;UNO;sp;Branco;121000;8;Gasolina;2002;Manual;Nxe3o;Passeio;UNO MILLE EP 2P E 4P;Mecxe2nica;2 portas;;9300;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543888601?xtmc=fiat+uno&xtnp=100&xtcr=21
FIAT;UNO;sp;Azul;200;;Flex;2006;Manual;Sim;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;;11000;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543888330?xtmc=fiat+uno&xtnp=100&xtcr=22
FIAT;UNO;sp;Outra;148000;8;Flex;2010;Manual;Nxe3o;Hatch;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;alarme, trava elxe9trica, vidro elxe9trico, som;;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543885511?xtmc=fiat+uno&xtnp=100&xtcr=23
FIAT;UNO;sp;Prata;114000;9;xc1lcool;1988;Manual;Nxe3o;Hatch;UNO 1.6R MPI / 1.6R / 1.5R;Mecxe2nica;2 portas;vidro elxe9trico;10000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-5r-turbo-543879279?xtmc=fiat+uno&xtnp=100&xtcr=25
FIAT;UNO;sp;Outra;1000000;4;Gasolina;1986;Manual;Nxe3o;Hatch;UNO MILLE SX YOUNG 1.0 IE;Mecxe2nica;2 portas;;3500;https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-543877166?xtmc=fiat+uno&xtnp=100&xtcr=26
FIAT;UNO;sp;Branco;65000;;Flex;2014;Manual;Sim;Passeio;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Elxe9trica;4 portas;ar condicionado, vidro elxe9trico, air bag, alarme, som;30000;https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-unico-dono-543863493?xtmc=fiat+uno&xtnp=100&xtcr=28
FIAT;UNO;sp;;47000;;Flex;2016;Semi-Automxe1tico;;Hatch;UNO SPORTING DUALOGIC 1.4 EVO FLEX 8V 4P;Hidrxe1ulica;;alarme, ar condicionado, vidro elxe9trico, som, sensor de rxe9;38000;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543840856?xtmc=fiat+uno&xtnp=100&xtcr=29
FIAT;UNO;sp;Prata;123000;9;Flex;2010;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;vidro elxe9trico, trava elxe9trica, alarme, som;14000;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543827350?xtmc=fiat+uno&xtnp=100&xtcr=30
FIAT;;sp;Prata;277000;9;Flex;2008;Manual;Nxe3o;Passeio;;Mecxe2nica;;;9800;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fire-543821742?xtmc=fiat+uno&xtnp=100&xtcr=31
FIAT;UNO;sp;Cinza;87000;4;Gasolina;1995;Manual;Sim;Passeio;UNO MILLE  ELX  2P E 4P;Mecxe2nica;2 portas;vidro elxe9trico, trava elxe9trica;7500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-elx-95-543818882?xtmc=fiat+uno&xtnp=100&xtcr=32
FIAT;UNO;sp;Branco;20983;7;Flex;2016;Manual;Sim;Passeio;UNO WAY 1.4 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;35500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543810394?xtmc=fiat+uno&xtnp=100&xtcr=34
FIAT;UNO;sp;Verde;100000;4;Gasolina;1994;Manual;Nxe3o;Antigo;;Mecxe2nica;2 portas;;5000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543801869?xtmc=fiat+uno&xtnp=100&xtcr=35
FIAT;UNO;sp;Vermelho;58000;2;Flex;2014;Manual;Nxe3o;Hatch;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, sensor de rxe9;27000;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-evo-2014-completo-543775845?xtmc=fiat+uno&xtnp=100&xtcr=36
FIAT;UNO;sp;Cinza;33000;;xc1lcool;1991;Manual;Nxe3o;Hatch;UNO CS/TOP/SPORT 1.5 I.E. / 1.5 /1.3;Mecxe2nica;2 portas;som;5500;https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-cs-1-5-alcool-vendo-ou-troco-por-moto-543752244?xtmc=fiat+uno&xtnp=100&xtcr=38
FIAT;UNO;sp;Preto;115000;4;Flex;2010;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;som;12000;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-uno-economy-543740292?xtmc=fiat+uno&xtnp=100&xtcr=39
FIAT;UNO;sp;Prata;163;0;Flex;2011;Manual;Nxe3o;Passeio;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Mecxe2nica;4 portas;;19800;https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-por-maior-valor-volto-a-vista-543718926?xtmc=fiat+uno&xtnp=100&xtcr=40
;;sp;;240000;7;Gasolina;1995;Manual;;Passeio;;;4 portas;;5500;https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-5-543714455?xtmc=fiat+uno&xtnp=100&xtcr=41
FORD;ESCORT;sp;Azul;81000;8;;1995;Manual;Nxe3o;Sedxe3;ESCORT GLX 1.8I 8V;Hidrxe1ulica;2 portas;trava elxe9trica, vidro elxe9trico, som;4500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/escort-1-8-ap-glx-543711776?xtmc=fiat+uno&xtnp=100&xtcr=42
FIAT;UNO;sp;Prata;163000;9;Flex;2010;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;alarme, trava elxe9trica;14000;https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-economy-1-0-543689810?xtmc=fiat+uno&xtnp=100&xtcr=44
;;sp;;20000;;;2017;;;;;;;;;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/procuro-carros-para-assumir-consorcio-543663076?xtmc=fiat+uno&xtnp=100&xtcr=46
FIAT;UNO;sp;Cinza;120000;8;Gasolina;1991;Manual;Nxe3o;Hatch;UNO CS/TOP/SPORT 1.5 I.E. / 1.5 /1.3;Mecxe2nica;2 portas;;6000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fiat-uno-cs-91-543659451?xtmc=fiat+uno&xtnp=100&xtcr=47
FIAT;UNO;sp;Branco;188000;1;;2003;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;som;9990;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/l0ucura-uno-4-portas-2003-543646064?xtmc=fiat+uno&xtnp=100&xtcr=48
FIAT;UNO;sp;Vermelho;0;;Gasolina;1995;Manual;Nxe3o;Passeio;;Mecxe2nica;4 portas;vidro elxe9trico;8000;https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-544040732?xtmc=fiat+uno&xtnp=100&xtcr=1
FIAT;UNO;sp;Azul;201200;9;Flex;2008;Manual;Sim;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;;12500;https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-544010161?xtmc=fiat+uno&xtnp=100&xtcr=3
FIAT;UNO;sp;Preto;90000;6;Flex;2012;Manual;Sim;Passeio;UNO MILLE CELEB/CELEB.ECON 1.0 F.FLEX 4P;Mecxe2nica;4 portas;alarme, vidro elxe9trico;17700;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-fire-flex-1-0-544002890?xtmc=fiat+uno&xtnp=100&xtcr=4
FIAT;UNO;sp;Branco;236504;;Flex;2008;Manual;;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;;2 portas;;12500;https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543997285?xtmc=fiat+uno&xtnp=100&xtcr=6
FIAT;UNO;sp;Vermelho;103686;3;Flex;2013;Manual;Sim;Hatch;UNO VIVACE 1.0 EVO FIRE FLEX 8V 3P;Hidrxe1ulica;2 portas;vidro elxe9trico, trava elxe9trica, air bag, alarme;20990;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543995579?xtmc=fiat+uno&xtnp=100&xtcr=7
FIAT;147;sp;Vermelho;100000;4;Gasolina;1982;Manual;Nxe3o;Passeio;147 C/ CL;Mecxe2nica;2 portas;sensor de rxe9;3500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-147-543987040?xtmc=fiat+uno&xtnp=100&xtcr=8
FIAT;UNO;sp;;82000;;Flex;2012;Manual;Sim;Hatch;UNO VIVACE CELEB. 1.0 EVO F. FLEX 8V 3P;;2 portas;;18999;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-1-0-flex-unico-dono-financiamos-e-parcelamos-no-cartao-543964482?xtmc=fiat+uno&xtnp=100&xtcr=10
FIAT;UNO;sp;Branco;85000;5;Flex;2012;Manual;Nxe3o;Hatch;UNO WAY 1.4 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;25000;https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/somente-venda-997721558-jose-543960209?xtmc=fiat+uno&xtnp=100&xtcr=11
FIAT;UNO;sp;Vermelho;204000;0;Gasolina;1993;Manual;Nxe3o;Passeio;UNO MILLE EP 2P E 4P;Mecxe2nica;2 portas;vidro elxe9trico, som;3500;https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vende-se-fiat-uno-93-542364981?xtmc=fiat+uno&xtnp=100&xtcr=13
FIAT;UNO;sp;Prata;178;0;Flex;2006;Manual;;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;;4 portas;trava elxe9trica, alarme, som;10500;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543951236?xtmc=fiat+uno&xtnp=100&xtcr=14
FIAT;UNO;sp;Verde;106296000;8;Flex;2007;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;som;12000;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543939979?xtmc=fiat+uno&xtnp=100&xtcr=15
FIAT;UNO;sp;Cinza;100000;0;Flex;2012;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;;15780;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543936851?xtmc=fiat+uno&xtnp=100&xtcr=16
FIAT;UNO;sp;Branco;46000;8;Flex;2016;Manual;Sim;Hatch;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;33900;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fiat-uno-way-baixo-km-543935512?xtmc=fiat+uno&xtnp=100&xtcr=17
FIAT;UNO;sp;;151000;;Gasolina;2001;Manual;;Hatch;UNO MILLE/ MILLE EX/ SMART 4P;;4 portas;;9999;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-1-0-smart-4-portas-financiamos-e-parcelamos-no-cartao-543913006?xtmc=fiat+uno&xtnp=100&xtcr=19
FIAT;UNO;sp;Preto;177000;5;Gasolina;1993;Manual;Nxe3o;;;Mecxe2nica;2 portas;;4200;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543903284?xtmc=fiat+uno&xtnp=100&xtcr=20
FIAT;UNO;sp;Branco;121000;8;Gasolina;2002;Manual;Nxe3o;Passeio;UNO MILLE EP 2P E 4P;Mecxe2nica;2 portas;;9300;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543888601?xtmc=fiat+uno&xtnp=100&xtcr=21
FIAT;UNO;sp;Azul;200;;Flex;2006;Manual;Sim;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;;11000;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543888330?xtmc=fiat+uno&xtnp=100&xtcr=22
FIAT;UNO;sp;Outra;148000;8;Flex;2010;Manual;Nxe3o;Hatch;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;alarme, trava elxe9trica, vidro elxe9trico, som;;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543885511?xtmc=fiat+uno&xtnp=100&xtcr=23
FIAT;UNO;sp;Prata;114000;9;xc1lcool;1988;Manual;Nxe3o;Hatch;UNO 1.6R MPI / 1.6R / 1.5R;Mecxe2nica;2 portas;vidro elxe9trico;10000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-5r-turbo-543879279?xtmc=fiat+uno&xtnp=100&xtcr=25
FIAT;UNO;sp;Outra;1000000;4;Gasolina;1986;Manual;Nxe3o;Hatch;UNO MILLE SX YOUNG 1.0 IE;Mecxe2nica;2 portas;;3500;https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-543877166?xtmc=fiat+uno&xtnp=100&xtcr=26
FIAT;UNO;sp;Branco;65000;;Flex;2014;Manual;Sim;Passeio;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Elxe9trica;4 portas;ar condicionado, vidro elxe9trico, air bag, alarme, som;30000;https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-unico-dono-543863493?xtmc=fiat+uno&xtnp=100&xtcr=28
FIAT;UNO;sp;;47000;;Flex;2016;Semi-Automxe1tico;;Hatch;UNO SPORTING DUALOGIC 1.4 EVO FLEX 8V 4P;Hidrxe1ulica;;alarme, ar condicionado, vidro elxe9trico, som, sensor de rxe9;38000;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543840856?xtmc=fiat+uno&xtnp=100&xtcr=29
FIAT;UNO;sp;Prata;123000;9;Flex;2010;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;vidro elxe9trico, trava elxe9trica, alarme, som;14000;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543827350?xtmc=fiat+uno&xtnp=100&xtcr=30
FIAT;;sp;Prata;277000;9;Flex;2008;Manual;Nxe3o;Passeio;;Mecxe2nica;;;9800;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fire-543821742?xtmc=fiat+uno&xtnp=100&xtcr=31
FIAT;UNO;sp;Cinza;87000;4;Gasolina;1995;Manual;Sim;Passeio;UNO MILLE  ELX  2P E 4P;Mecxe2nica;2 portas;vidro elxe9trico, trava elxe9trica;7500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-elx-95-543818882?xtmc=fiat+uno&xtnp=100&xtcr=32
FIAT;UNO;sp;Branco;20983;7;Flex;2016;Manual;Sim;Passeio;UNO WAY 1.4 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;35500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543810394?xtmc=fiat+uno&xtnp=100&xtcr=34
FIAT;UNO;sp;Verde;100000;4;Gasolina;1994;Manual;Nxe3o;Antigo;;Mecxe2nica;2 portas;;5000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543801869?xtmc=fiat+uno&xtnp=100&xtcr=35
FIAT;UNO;sp;Vermelho;58000;2;Flex;2014;Manual;Nxe3o;Hatch;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, sensor de rxe9;27000;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-evo-2014-completo-543775845?xtmc=fiat+uno&xtnp=100&xtcr=36
FIAT;UNO;sp;Cinza;33000;;xc1lcool;1991;Manual;Nxe3o;Hatch;UNO CS/TOP/SPORT 1.5 I.E. / 1.5 /1.3;Mecxe2nica;2 portas;som;5500;https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-cs-1-5-alcool-vendo-ou-troco-por-moto-543752244?xtmc=fiat+uno&xtnp=100&xtcr=38
FIAT;UNO;sp;Preto;115000;4;Flex;2010;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;som;12000;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-uno-economy-543740292?xtmc=fiat+uno&xtnp=100&xtcr=39
FIAT;UNO;sp;Prata;163;0;Flex;2011;Manual;Nxe3o;Passeio;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Mecxe2nica;4 portas;;19800;https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-por-maior-valor-volto-a-vista-543718926?xtmc=fiat+uno&xtnp=100&xtcr=40
;;sp;;240000;7;Gasolina;1995;Manual;;Passeio;;;4 portas;;5500;https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-5-543714455?xtmc=fiat+uno&xtnp=100&xtcr=41
FORD;ESCORT;sp;Azul;81000;8;;1995;Manual;Nxe3o;Sedxe3;ESCORT GLX 1.8I 8V;Hidrxe1ulica;2 portas;trava elxe9trica, vidro elxe9trico, som;4500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/escort-1-8-ap-glx-543711776?xtmc=fiat+uno&xtnp=100&xtcr=42
FIAT;UNO;sp;Prata;163000;9;Flex;2010;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;alarme, trava elxe9trica;14000;https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-economy-1-0-543689810?xtmc=fiat+uno&xtnp=100&xtcr=44
;;sp;;20000;;;2017;;;;;;;;;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/procuro-carros-para-assumir-consorcio-543663076?xtmc=fiat+uno&xtnp=100&xtcr=46
FIAT;UNO;sp;Cinza;120000;8;Gasolina;1991;Manual;Nxe3o;Hatch;UNO CS/TOP/SPORT 1.5 I.E. / 1.5 /1.3;Mecxe2nica;2 portas;;6000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fiat-uno-cs-91-543659451?xtmc=fiat+uno&xtnp=100&xtcr=47
FIAT;UNO;sp;Branco;188000;1;;2003;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;som;9990;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/l0ucura-uno-4-portas-2003-543646064?xtmc=fiat+uno&xtnp=100&xtcr=48
FIAT;UNO;sp;Vermelho;0;;Gasolina;1995;Manual;Nxe3o;Passeio;;Mecxe2nica;4 portas;vidro elxe9trico;8000;https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-544040732?xtmc=fiat+uno&xtnp=100&xtcr=1
FIAT;UNO;sp;Azul;201200;9;Flex;2008;Manual;Sim;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;;12500;https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-544010161?xtmc=fiat+uno&xtnp=100&xtcr=3
FIAT;UNO;sp;Preto;90000;6;Flex;2012;Manual;Sim;Passeio;UNO MILLE CELEB/CELEB.ECON 1.0 F.FLEX 4P;Mecxe2nica;4 portas;alarme, vidro elxe9trico;17700;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-fire-flex-1-0-544002890?xtmc=fiat+uno&xtnp=100&xtcr=4
FIAT;UNO;sp;Branco;236504;;Flex;2008;Manual;;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;;2 portas;;12500;https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543997285?xtmc=fiat+uno&xtnp=100&xtcr=6
FIAT;UNO;sp;Vermelho;103686;3;Flex;2013;Manual;Sim;Hatch;UNO VIVACE 1.0 EVO FIRE FLEX 8V 3P;Hidrxe1ulica;2 portas;vidro elxe9trico, trava elxe9trica, air bag, alarme;20990;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543995579?xtmc=fiat+uno&xtnp=100&xtcr=7
FIAT;147;sp;Vermelho;100000;4;Gasolina;1982;Manual;Nxe3o;Passeio;147 C/ CL;Mecxe2nica;2 portas;sensor de rxe9;3500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-147-543987040?xtmc=fiat+uno&xtnp=100&xtcr=8
FIAT;UNO;sp;;82000;;Flex;2012;Manual;Sim;Hatch;UNO VIVACE CELEB. 1.0 EVO F. FLEX 8V 3P;;2 portas;;18999;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-1-0-flex-unico-dono-financiamos-e-parcelamos-no-cartao-543964482?xtmc=fiat+uno&xtnp=100&xtcr=10
FIAT;UNO;sp;Branco;85000;5;Flex;2012;Manual;Nxe3o;Hatch;UNO WAY 1.4 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;25000;https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/somente-venda-997721558-jose-543960209?xtmc=fiat+uno&xtnp=100&xtcr=11
FIAT;UNO;sp;Vermelho;204000;0;Gasolina;1993;Manual;Nxe3o;Passeio;UNO MILLE EP 2P E 4P;Mecxe2nica;2 portas;vidro elxe9trico, som;3500;https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vende-se-fiat-uno-93-542364981?xtmc=fiat+uno&xtnp=100&xtcr=13
FIAT;UNO;sp;Prata;178;0;Flex;2006;Manual;;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;;4 portas;trava elxe9trica, alarme, som;10500;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543951236?xtmc=fiat+uno&xtnp=100&xtcr=14
